EmployeeID,Age,Department,JobRole,EducationField,JobLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,TrainingTimesLastYear,PercentSalaryHike,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,MonthlyIncome,DistanceFromHome,Gender,MaritalStatus,OverTime,NumCompaniesWorked,Attrition
1425,22,Research & Development,Manufacturing Director,Medical,1,3,2,2,2,1,4,24,3,1,4,2,2506,20,Male,Married,No,5,0
1426,29,Research & Development,Manufacturing Director,Technical Degree,5,8,2,1,0,1,4,12,4,4,4,3,11838,17,Male,Married,Yes,8,0
1427,33,Research & Development,Research Director,Other,1,8,2,2,1,1,5,18,3,2,3,4,2530,13,Female,Divorced,No,9,1
1428,43,Research & Development,Manufacturing Director,Other,3,11,5,1,4,1,4,13,4,2,4,2,7800,5,Male,Single,No,9,0
1429,43,Research & Development,Healthcare Representative,Life Sciences,4,11,0,0,0,0,2,20,4,4,4,4,11883,5,Male,Married,Yes,1,0
1430,38,Research & Development,Laboratory Technician,Marketing,2,12,10,5,5,3,3,17,3,3,1,4,6385,20,Female,Divorced,Yes,3,1
1431,56,Research & Development,Manufacturing Director,Medical,1,19,3,1,2,1,3,23,3,3,1,4,4491,26,Female,Divorced,No,4,0
1432,53,Sales,Manager,Life Sciences,3,24,12,12,3,10,0,16,3,3,4,3,8236,12,Male,Single,No,8,1
1433,50,Research & Development,Research Director,Marketing,2,16,7,0,6,0,5,15,3,2,3,2,6744,12,Male,Married,Yes,6,0
1434,47,Research & Development,Healthcare Representative,Technical Degree,3,8,2,0,2,0,0,25,3,4,4,3,6003,7,Male,Married,No,4,0
1435,54,Research & Development,Laboratory Technician,Other,3,16,4,3,1,2,3,21,3,2,4,3,8746,6,Female,Single,No,5,1
1436,40,Sales,Sales Executive,Human Resources,5,5,1,0,0,0,3,20,3,2,3,2,14888,29,Male,Divorced,No,8,1
1437,27,Sales,Sales Executive,Medical,2,2,2,2,2,2,3,24,3,4,1,3,5481,10,Male,Married,No,3,0
1438,22,Research & Development,Manager,Human Resources,1,6,1,0,1,0,4,21,3,4,2,3,2964,19,Female,Married,No,1,0
1439,53,Research & Development,Healthcare Representative,Other,2,18,10,5,7,4,3,12,4,2,1,1,6404,16,Male,Divorced,Yes,4,1
1440,51,Research & Development,Laboratory Technician,Human Resources,1,23,12,1,8,1,2,12,3,1,2,2,4081,2,Female,Single,No,6,0
1441,48,Sales,Manager,Technical Degree,4,11,6,1,6,1,2,23,4,4,3,1,11057,4,Female,Divorced,No,3,0
1442,27,Sales,Sales Representative,Marketing,1,5,1,1,1,1,5,22,3,4,1,3,3316,9,Male,Married,No,0,1
1443,36,Sales,Sales Executive,Technical Degree,1,7,2,2,1,2,2,25,3,2,2,3,3464,26,Male,Divorced,No,7,0
1444,49,Sales,Sales Executive,Human Resources,3,22,4,1,0,0,2,11,4,4,3,1,9888,5,Male,Married,No,4,0
1445,18,Sales,Sales Executive,Technical Degree,2,0,0,0,0,0,3,24,4,1,2,4,5205,1,Female,Single,No,9,0
1446,22,Research & Development,Manufacturing Director,Other,2,4,4,3,2,2,1,19,3,3,3,1,4051,11,Female,Married,Yes,1,0
1447,21,Research & Development,Manager,Medical,2,0,1,0,1,0,3,21,3,1,3,3,4649,19,Female,Married,No,2,0
1448,33,Research & Development,Healthcare Representative,Technical Degree,4,9,2,1,2,1,4,18,3,3,3,3,10852,25,Male,Married,Yes,9,0
1449,41,Research & Development,Manager,Other,1,18,7,2,4,1,4,18,3,1,4,3,4033,23,Female,Married,No,9,0
1450,33,Sales,Sales Executive,Medical,4,9,1,1,1,1,4,11,3,3,1,1,10174,3,Male,Married,No,4,1
1451,19,Research & Development,Manufacturing Director,Marketing,1,0,0,0,0,0,1,15,4,3,1,4,3144,1,Male,Married,No,3,0
1452,45,Research & Development,Healthcare Representative,Human Resources,3,14,7,3,4,3,3,22,3,3,4,4,7551,4,Male,Married,No,8,0
1453,49,Research & Development,Laboratory Technician,Marketing,4,12,7,5,6,4,0,16,3,1,3,3,12305,9,Female,Married,Yes,8,1
1454,44,Research & Development,Manufacturing Director,Life Sciences,1,15,0,0,0,0,0,25,3,3,4,3,3602,28,Female,Married,Yes,7,0
1455,37,Research & Development,Research Director,Other,2,11,7,3,5,2,3,12,4,4,2,1,5908,16,Male,Divorced,No,1,0
1456,41,Research & Development,Research Scientist,Medical,1,11,9,5,8,4,2,20,4,3,4,3,3601,7,Female,Single,No,4,0
1457,29,Research & Development,Manufacturing Director,Technical Degree,3,5,1,1,0,1,4,25,3,4,4,3,7090,5,Male,Divorced,No,7,1
1458,52,Research & Development,Manufacturing Director,Marketing,2,22,11,0,8,0,4,15,3,3,3,3,4988,13,Male,Married,Yes,7,0
1459,50,Research & Development,Research Director,Medical,2,9,6,3,3,2,5,16,3,3,1,3,5738,11,Male,Married,No,6,0
1460,50,Research & Development,Healthcare Representative,Other,1,10,5,0,1,0,4,19,3,3,4,3,3207,14,Female,Married,No,3,0
1461,60,Research & Development,Laboratory Technician,Life Sciences,1,26,1,1,1,1,0,25,3,4,4,2,5018,22,Male,Married,Yes,2,0
1462,54,Research & Development,Research Director,Marketing,1,30,20,16,3,12,3,20,4,1,4,2,5071,17,Male,Single,Yes,7,0
1463,29,Research & Development,Laboratory Technician,Human Resources,1,2,2,0,1,0,2,11,4,1,1,2,2036,23,Female,Single,No,7,0
1464,20,Sales,Manager,Medical,2,1,1,0,1,0,3,23,3,3,4,1,5343,12,Female,Single,No,9,0
1465,18,Research & Development,Laboratory Technician,Human Resources,4,2,2,1,1,1,2,20,3,4,1,3,11168,21,Female,Married,No,4,0
1466,50,Research & Development,Research Scientist,Medical,3,20,16,11,8,6,1,13,3,4,2,3,11116,23,Male,Single,No,2,0
1467,57,Sales,Sales Executive,Medical,2,18,6,0,0,0,3,22,3,3,3,3,7020,21,Female,Single,Yes,4,1
1468,27,Research & Development,Research Director,Other,5,7,4,4,0,3,4,19,3,3,2,3,14339,21,Male,Single,No,3,0
1469,60,Research & Development,Healthcare Representative,Other,3,15,4,2,4,1,4,25,3,3,4,3,8922,19,Female,Single,Yes,7,1
1470,46,Sales,Manager,Other,5,26,4,3,2,2,3,24,3,3,3,2,12072,5,Male,Divorced,No,1,0
1471,30,Research & Development,Research Director,Technical Degree,2,6,6,6,6,4,3,11,3,3,1,3,5084,24,Female,Married,No,7,0
1472,29,Research & Development,Research Director,Medical,1,3,0,0,0,0,3,11,3,4,4,2,2794,8,Male,Divorced,No,9,0
1473,48,Sales,Manager,Marketing,1,7,7,6,0,6,4,11,3,4,4,3,3111,2,Male,Married,No,5,1
1474,19,Sales,Sales Representative,Human Resources,3,0,1,1,0,1,0,17,3,3,2,2,8069,27,Female,Divorced,Yes,3,1
1475,52,Research & Development,Research Director,Other,1,21,13,5,2,3,4,23,3,3,3,1,4164,17,Male,Married,Yes,2,0
1476,40,Research & Development,Manager,Other,1,9,9,3,9,1,3,15,3,3,2,3,2856,2,Male,Married,No,9,0
1477,34,Research & Development,Research Scientist,Human Resources,2,3,2,2,0,1,2,16,3,3,3,4,5783,27,Male,Married,No,4,1
1478,43,Research & Development,Research Scientist,Human Resources,2,14,4,4,2,2,0,23,3,3,2,3,4918,23,Female,Married,No,5,0
1479,25,Research & Development,Research Director,Medical,2,0,1,0,0,0,1,25,3,1,3,3,4055,3,Male,Married,No,0,0
1480,46,Research & Development,Research Scientist,Other,1,11,9,9,4,4,3,24,4,2,1,3,2600,24,Female,Divorced,Yes,0,1
1481,43,Research & Development,Healthcare Representative,Human Resources,2,20,14,8,9,6,4,18,3,3,4,3,7482,20,Female,Divorced,No,9,1
1482,27,Research & Development,Manager,Technical Degree,2,4,1,0,0,0,3,24,3,4,3,3,4153,26,Female,Married,No,2,0
1483,43,Sales,Sales Representative,Technical Degree,5,20,20,5,13,2,3,23,3,2,3,4,15884,26,Male,Divorced,No,1,0
1484,51,Sales,Sales Executive,Other,3,25,6,4,2,3,5,12,3,3,3,2,8453,24,Female,Divorced,No,0,0
1485,58,Research & Development,Research Scientist,Human Resources,5,30,25,21,19,14,2,23,4,2,3,2,14870,18,Male,Married,No,7,0
1486,24,Research & Development,Laboratory Technician,Medical,3,0,0,0,0,0,1,12,4,1,3,2,9247,29,Male,Divorced,No,0,0
1487,21,Research & Development,Manager,Medical,2,0,1,1,1,1,3,13,4,4,3,3,5241,15,Female,Single,No,9,0
1488,28,Research & Development,Research Director,Medical,1,5,5,5,1,4,4,23,3,4,3,4,2413,5,Female,Single,Yes,7,0
1489,46,Sales,Sales Executive,Life Sciences,3,20,20,19,7,17,3,13,3,1,2,2,7981,22,Male,Single,No,4,1
1490,53,Research & Development,Healthcare Representative,Other,2,21,8,3,0,2,3,23,3,4,2,3,7464,17,Male,Married,Yes,3,0
1491,42,Research & Development,Manufacturing Director,Medical,2,8,3,1,0,1,6,13,3,2,3,4,5247,14,Female,Single,No,7,0
1492,38,Research & Development,Manufacturing Director,Technical Degree,2,14,10,9,3,4,4,14,3,4,4,3,6252,1,Female,Single,No,7,1
1493,53,Research & Development,Manager,Human Resources,2,26,2,0,2,0,1,13,4,2,2,3,5931,14,Male,Single,No,7,0
1494,27,Research & Development,Healthcare Representative,Marketing,1,9,8,1,3,1,4,12,4,2,1,4,3125,9,Male,Single,No,2,0
1495,54,Research & Development,Healthcare Representative,Marketing,2,14,7,0,4,0,0,19,3,3,2,3,4948,5,Male,Married,No,7,0
1496,26,Human Resources,Manager,Medical,1,2,1,1,0,1,4,16,3,4,4,3,2932,4,Female,Single,No,0,0
1497,41,Research & Development,Manager,Marketing,3,9,0,0,0,0,2,13,3,2,4,1,8826,1,Male,Married,No,3,0
1498,52,Research & Development,Manufacturing Director,Marketing,1,26,13,0,13,0,4,19,3,4,3,2,3534,3,Female,Single,Yes,4,0
1499,52,Research & Development,Healthcare Representative,Life Sciences,1,14,9,1,3,1,3,25,3,1,4,3,3629,29,Female,Single,No,5,0
1500,53,Research & Development,Research Scientist,Technical Degree,2,8,0,0,0,0,5,14,4,4,3,3,6711,20,Female,Divorced,No,4,0
1501,35,Human Resources,Human Resources,Technical Degree,3,15,11,1,8,1,3,14,3,1,4,4,9870,11,Female,Divorced,No,4,0
1502,56,Research & Development,Research Director,Life Sciences,2,10,5,2,4,1,3,18,3,4,2,4,4771,16,Male,Married,Yes,4,0
1503,49,Sales,Manager,Life Sciences,1,20,18,13,17,8,2,17,3,3,2,4,3895,11,Male,Married,No,8,0
1504,41,Research & Development,Laboratory Technician,Marketing,2,8,2,1,0,1,5,25,3,3,3,2,6598,21,Female,Divorced,Yes,9,0
1505,40,Research & Development,Laboratory Technician,Other,1,16,5,5,0,3,4,17,4,4,3,4,3008,10,Male,Married,No,9,0
1506,49,Research & Development,Manager,Human Resources,5,16,12,6,0,3,2,20,3,4,3,3,10431,12,Male,Married,No,2,0
1507,54,Sales,Sales Representative,Human Resources,5,24,18,14,14,7,5,17,4,4,2,3,17128,5,Male,Married,No,1,0
1508,29,Research & Development,Research Director,Marketing,2,7,4,2,1,2,3,20,3,1,3,3,4946,10,Female,Single,No,9,1
1509,30,Research & Development,Research Scientist,Human Resources,1,2,2,2,1,2,4,21,3,3,2,1,2518,24,Female,Married,No,1,1
1510,40,Human Resources,Manager,Life Sciences,3,7,1,0,0,0,4,15,3,3,1,2,7893,13,Male,Married,No,7,0
1511,42,Research & Development,Manufacturing Director,Technical Degree,1,9,5,4,2,3,0,25,3,3,4,4,3790,29,Male,Married,Yes,4,0
1512,52,Research & Development,Manufacturing Director,Human Resources,2,26,20,4,18,3,6,17,3,3,4,3,6171,19,Male,Single,No,4,0
1513,58,Research & Development,Manager,Marketing,1,33,1,0,0,0,3,14,3,1,4,3,5767,7,Female,Divorced,No,5,0
1514,47,Human Resources,Human Resources,Other,5,15,14,11,1,7,2,18,3,4,4,3,14145,16,Male,Single,No,8,0
1515,34,Research & Development,Manager,Marketing,1,9,6,3,6,3,5,19,3,4,4,4,3066,29,Female,Married,No,6,0
1516,37,Sales,Manager,Medical,2,10,3,0,2,0,4,23,4,1,3,3,4994,6,Female,Married,Yes,4,0
1517,42,Sales,Manager,Marketing,3,19,17,3,16,2,1,22,4,3,1,3,7382,10,Female,Married,No,4,0
1518,39,Research & Development,Manager,Life Sciences,2,14,14,3,13,1,1,13,3,3,2,2,6367,27,Female,Single,No,9,0
1519,30,Sales,Manager,Technical Degree,1,3,2,1,2,1,4,17,4,4,2,2,2622,10,Female,Married,Yes,8,0
1520,36,Research & Development,Manager,Technical Degree,5,8,0,0,0,0,1,22,3,1,4,4,15786,26,Female,Single,No,8,0
1521,53,Research & Development,Research Director,Human Resources,2,11,3,0,0,0,5,20,3,3,2,3,5638,11,Male,Married,Yes,1,0
1522,29,Sales,Sales Representative,Life Sciences,2,5,0,0,0,0,4,19,3,2,4,3,5326,22,Male,Married,No,6,0
1523,58,Sales,Sales Executive,Medical,1,23,13,2,6,2,3,11,4,3,3,3,4439,10,Female,Divorced,No,9,0
1524,36,Research & Development,Research Scientist,Life Sciences,2,8,3,3,0,2,3,12,3,4,4,4,6471,25,Male,Divorced,No,0,0
1525,29,Research & Development,Manufacturing Director,Marketing,2,7,3,1,3,1,3,17,3,4,1,3,5205,14,Male,Married,No,3,0
1526,26,Research & Development,Laboratory Technician,Life Sciences,1,2,0,0,0,0,3,25,3,1,2,3,2348,15,Female,Divorced,No,1,0
1527,24,Research & Development,Laboratory Technician,Life Sciences,1,0,0,0,0,0,4,23,3,3,4,3,3007,7,Female,Single,No,9,0
1528,45,Research & Development,Manufacturing Director,Medical,4,14,9,6,2,3,6,12,3,4,2,1,11570,13,Male,Divorced,No,8,0
1529,31,Research & Development,Laboratory Technician,Marketing,1,2,1,1,0,1,3,17,3,2,2,4,2805,11,Male,Single,Yes,5,0
1530,48,Research & Development,Manager,Other,1,19,17,7,17,7,3,11,3,4,2,4,3786,7,Male,Married,Yes,3,0
1531,36,Research & Development,Research Scientist,Other,2,14,13,7,12,4,2,25,4,4,1,4,6649,11,Male,Single,No,2,1
1532,33,Research & Development,Research Scientist,Technical Degree,3,4,2,2,1,2,4,13,3,4,2,4,6934,14,Female,Divorced,No,3,0
1533,22,Research & Development,Manufacturing Director,Human Resources,1,2,0,0,0,0,4,25,4,2,3,4,1954,17,Female,Married,No,1,0
1534,52,Research & Development,Laboratory Technician,Life Sciences,2,21,16,6,6,4,4,15,3,2,3,3,7313,16,Female,Married,No,4,0
1535,29,Sales,Sales Representative,Technical Degree,1,9,2,1,0,1,0,24,3,4,3,4,2781,1,Male,Divorced,Yes,8,1
1536,42,Research & Development,Research Scientist,Medical,1,9,2,0,0,0,5,22,3,3,1,3,3374,9,Male,Married,Yes,5,1
1537,38,Sales,Sales Executive,Other,1,12,12,5,3,3,3,24,3,1,4,2,2958,9,Female,Married,No,1,1
1538,53,Sales,Manager,Life Sciences,4,11,1,1,1,1,4,21,4,3,4,3,10245,28,Male,Single,Yes,5,0
1539,40,Research & Development,Research Scientist,Medical,1,12,4,3,3,2,4,16,3,1,1,4,2520,27,Male,Divorced,No,8,0
1540,33,Sales,Manager,Human Resources,1,4,1,1,1,1,4,25,4,4,3,3,2771,10,Female,Divorced,No,3,0
1541,56,Research & Development,Research Director,Medical,2,18,2,1,1,1,3,23,3,3,1,4,6728,19,Female,Divorced,No,0,1
1542,59,Research & Development,Research Director,Life Sciences,4,27,18,14,11,10,3,19,3,4,4,1,9939,15,Male,Single,Yes,1,1
1543,56,Research & Development,Manager,Human Resources,1,22,7,7,1,4,0,19,3,4,4,2,3306,16,Male,Single,No,4,1
1544,31,Research & Development,Research Scientist,Medical,2,5,3,2,0,1,4,13,3,1,4,3,6653,11,Male,Married,No,9,0
1545,48,Research & Development,Research Scientist,Human Resources,1,11,3,0,2,0,1,24,3,3,2,1,3273,27,Female,Single,No,6,0
1546,22,Research & Development,Research Scientist,Life Sciences,2,3,2,0,0,0,3,18,3,4,3,2,6033,24,Female,Single,No,7,0
1547,52,Research & Development,Manufacturing Director,Life Sciences,2,15,10,1,3,1,1,23,3,3,2,2,7260,25,Male,Married,No,2,0
1548,40,Sales,Sales Executive,Human Resources,2,8,0,0,0,0,4,14,3,4,3,4,6683,17,Male,Divorced,No,8,0
1549,46,Research & Development,Research Scientist,Marketing,1,19,7,7,6,4,3,17,3,4,3,1,4288,28,Female,Divorced,No,1,0
1550,60,Sales,Manager,Technical Degree,1,12,0,0,0,0,4,16,4,1,1,2,3283,19,Male,Single,No,3,0
1551,28,Research & Development,Laboratory Technician,Medical,1,7,6,3,3,3,4,18,3,4,4,1,3741,13,Female,Single,No,3,0
1552,35,Research & Development,Manufacturing Director,Medical,2,14,4,3,0,1,4,16,3,1,3,3,6671,6,Female,Single,No,5,0
1553,29,Sales,Sales Representative,Marketing,1,4,3,0,3,0,1,14,3,1,4,3,3238,15,Female,Married,Yes,9,1
1554,26,Research & Development,Research Scientist,Marketing,3,5,3,0,0,0,4,12,3,4,2,3,5838,16,Female,Married,No,5,0
1555,27,Research & Development,Laboratory Technician,Marketing,5,0,1,1,1,1,3,17,3,4,4,3,15680,4,Male,Married,No,2,0
1556,34,Research & Development,Research Director,Other,5,13,10,10,9,6,0,21,3,3,4,2,15009,8,Male,Divorced,Yes,8,0
1557,55,Research & Development,Manager,Other,4,31,26,8,16,5,2,25,3,2,4,3,13524,25,Female,Married,No,4,0
1558,24,Human Resources,Human Resources,Human Resources,2,1,0,0,0,0,2,23,3,3,4,4,3898,7,Male,Married,Yes,1,0
1559,30,Research & Development,Research Scientist,Other,3,1,1,1,0,1,1,21,3,2,4,2,6417,27,Male,Married,Yes,5,1
1560,57,Sales,Sales Representative,Life Sciences,1,26,21,14,12,13,3,14,3,2,3,3,4311,17,Male,Married,Yes,2,0
1561,59,Research & Development,Manufacturing Director,Human Resources,2,24,15,10,6,9,0,23,3,2,2,2,6211,16,Male,Married,Yes,7,0
1562,26,Research & Development,Research Scientist,Medical,2,3,1,0,1,0,3,19,3,3,4,2,4886,2,Male,Divorced,Yes,2,0
1563,44,Research & Development,Research Director,Technical Degree,2,6,3,1,3,1,2,19,3,4,4,3,6354,17,Female,Married,No,4,1
1564,19,Research & Development,Research Scientist,Life Sciences,3,0,0,0,0,0,2,17,3,2,4,3,5767,25,Male,Divorced,No,3,0
1565,22,Research & Development,Research Director,Medical,1,5,5,4,5,2,5,15,3,2,3,2,2653,4,Male,Single,Yes,3,0
1566,46,Sales,Sales Representative,Medical,1,16,9,0,9,0,3,13,3,4,2,2,3661,26,Male,Single,No,1,0
1567,54,Sales,Sales Representative,Human Resources,5,17,13,7,3,4,2,13,3,4,4,4,12252,14,Male,Divorced,No,7,0
1568,55,Research & Development,Healthcare Representative,Marketing,1,21,17,15,2,11,3,19,4,4,4,4,3591,8,Female,Married,No,2,0
1569,36,Human Resources,Manager,Marketing,2,14,5,1,3,1,2,19,3,2,2,4,5415,5,Male,Married,No,3,1
1570,25,Sales,Sales Executive,Life Sciences,4,2,0,0,0,0,1,22,3,1,2,3,8311,5,Male,Married,Yes,5,0
1571,18,Sales,Manager,Marketing,2,0,0,0,0,0,0,23,3,3,3,3,5393,5,Male,Married,No,8,0
1572,39,Research & Development,Research Scientist,Medical,2,5,5,3,4,2,6,21,3,3,2,3,6482,27,Female,Married,No,3,1
1573,34,Research & Development,Research Scientist,Marketing,1,4,1,1,0,1,4,14,3,3,1,1,2676,5,Male,Divorced,No,2,1
1574,24,Research & Development,Healthcare Representative,Other,1,5,4,1,3,0,4,21,3,3,2,3,2579,3,Male,Divorced,No,4,0
1575,42,Research & Development,Research Director,Marketing,4,16,4,0,4,0,6,11,4,2,4,3,9237,6,Male,Married,Yes,8,0
1576,21,Research & Development,Research Scientist,Medical,2,1,1,1,1,1,5,23,3,3,1,2,5970,1,Male,Married,No,0,0
1577,53,Sales,Sales Executive,Human Resources,2,19,18,18,12,14,4,20,3,4,3,4,7519,8,Male,Divorced,Yes,4,0
1578,23,Research & Development,Manufacturing Director,Life Sciences,1,5,3,0,0,0,4,15,3,3,4,2,2718,13,Female,Married,No,3,0
1579,48,Research & Development,Laboratory Technician,Technical Degree,1,21,6,1,6,1,3,24,4,4,4,3,3263,20,Male,Married,No,4,0
1580,36,Sales,Manager,Marketing,5,11,3,2,3,1,1,18,3,3,4,2,13904,6,Female,Single,No,6,0
1581,56,Sales,Sales Representative,Medical,2,13,8,4,5,4,3,20,3,2,3,3,6591,18,Male,Married,Yes,6,1
1582,44,Research & Development,Research Scientist,Technical Degree,2,9,9,1,0,1,3,25,3,2,4,1,5600,18,Male,Single,No,6,0
1583,27,Sales,Manager,Technical Degree,1,5,1,0,0,0,6,25,3,3,1,2,3088,16,Female,Single,No,0,1
1584,43,Research & Development,Manufacturing Director,Other,3,18,15,10,3,4,3,14,3,1,4,3,9813,8,Male,Divorced,No,8,0
1585,36,Research & Development,Healthcare Representative,Technical Degree,5,10,4,1,3,1,4,20,4,4,3,3,16307,17,Female,Married,No,6,0
1586,56,Research & Development,Manufacturing Director,Human Resources,2,26,7,6,6,4,3,20,3,4,2,3,5196,8,Female,Divorced,No,3,0
1587,20,Research & Development,Manager,Medical,1,0,1,0,1,0,2,14,3,3,3,2,3196,15,Female,Married,Yes,3,0
1588,30,Research & Development,Laboratory Technician,Medical,2,7,4,3,4,1,3,23,3,1,1,3,5216,26,Male,Married,No,1,0
1589,45,Research & Development,Research Scientist,Marketing,3,9,9,4,7,4,3,22,3,4,4,3,9114,10,Male,Single,Yes,5,0
1590,37,Research & Development,Manager,Marketing,2,11,11,3,3,2,3,24,3,2,3,2,6174,1,Male,Divorced,Yes,9,0
1591,45,Research & Development,Laboratory Technician,Marketing,4,19,7,3,2,2,3,19,3,1,3,4,11116,9,Male,Single,No,2,1
1592,25,Research & Development,Research Director,Human Resources,2,5,0,0,0,0,2,25,3,3,2,3,5913,17,Male,Married,No,0,0
1593,58,Sales,Manager,Technical Degree,4,16,5,3,1,3,3,19,3,4,2,2,10488,20,Male,Single,Yes,4,0
1594,56,Research & Development,Healthcare Representative,Technical Degree,2,19,15,14,3,8,3,17,3,2,4,4,4856,25,Male,Single,No,5,0
1595,18,Research & Development,Manufacturing Director,Other,1,0,1,1,0,1,3,20,3,3,4,4,2484,1,Male,Single,No,4,1
1596,20,Research & Development,Research Director,Human Resources,1,0,1,1,1,1,3,18,3,3,4,4,2531,9,Female,Married,Yes,4,1
1597,30,Research & Development,Manufacturing Director,Marketing,1,5,3,1,1,1,1,22,3,1,2,3,2520,14,Female,Divorced,No,9,0
1598,45,Research & Development,Manager,Life Sciences,4,17,10,9,3,7,2,22,3,2,2,3,13431,24,Male,Married,No,7,0
1599,42,Sales,Sales Executive,Other,3,15,2,1,0,1,3,14,4,4,3,2,7690,5,Female,Married,No,9,0
1600,50,Research & Development,Research Scientist,Life Sciences,3,24,11,9,9,7,3,18,3,3,3,3,8730,6,Male,Divorced,No,0,1
1601,55,Research & Development,Research Scientist,Technical Degree,1,13,13,9,4,8,3,24,3,1,2,4,2695,5,Male,Married,No,7,0
1602,23,Sales,Manager,Other,1,3,0,0,0,0,5,16,3,2,4,3,2699,4,Male,Divorced,No,6,0
1603,49,Research & Development,Research Director,Other,3,22,5,1,4,1,2,23,3,3,3,4,7728,28,Female,Married,No,0,0
1604,38,Research & Development,Research Scientist,Medical,2,10,2,0,2,0,0,13,3,4,2,2,5596,16,Male,Divorced,No,8,0
1605,33,Research & Development,Research Director,Technical Degree,1,10,1,0,0,0,3,17,3,2,2,3,2525,16,Male,Married,Yes,3,1
1606,38,Research & Development,Manufacturing Director,Technical Degree,2,12,6,5,1,4,3,13,3,3,3,4,4498,10,Female,Single,No,6,0
1607,28,Research & Development,Manager,Human Resources,1,3,2,1,0,1,3,21,3,2,4,3,3159,14,Male,Single,No,2,0
1608,54,Research & Development,Research Director,Other,1,24,4,4,2,2,4,17,3,2,3,4,4462,13,Female,Single,No,7,0
1609,53,Sales,Sales Representative,Technical Degree,2,21,8,8,8,6,4,15,3,1,3,3,6192,28,Male,Married,Yes,3,1
1610,52,Sales,Manager,Other,1,23,2,2,1,1,1,14,4,4,1,3,2923,4,Female,Divorced,No,1,0
1611,36,Sales,Manager,Human Resources,5,10,7,7,4,4,5,13,3,3,4,3,15696,14,Female,Married,No,1,0
1612,37,Sales,Manager,Human Resources,1,12,5,1,2,0,1,18,3,4,4,4,2689,26,Female,Divorced,No,7,0
1613,35,Research & Development,Manufacturing Director,Medical,1,9,3,3,0,2,3,14,3,4,4,3,3865,24,Female,Married,No,7,0
1614,58,Sales,Sales Representative,Other,1,12,11,5,1,2,4,18,3,4,1,2,3059,24,Female,Married,No,0,0
1615,31,Research & Development,Research Scientist,Technical Degree,3,4,3,0,1,0,4,20,3,2,3,3,7081,9,Male,Single,No,5,0
1616,32,Research & Development,Healthcare Representative,Technical Degree,2,5,0,0,0,0,2,13,3,2,3,3,6024,3,Female,Married,No,8,0
1617,48,Research & Development,Healthcare Representative,Other,2,15,4,0,4,0,3,20,3,4,4,1,7041,10,Female,Married,Yes,8,0
1618,18,Research & Development,Healthcare Representative,Other,1,1,1,0,0,0,3,23,3,4,4,3,2401,15,Male,Divorced,No,1,0
1619,20,Research & Development,Laboratory Technician,Other,1,0,0,0,0,0,2,19,3,4,4,2,2370,24,Female,Married,Yes,7,0
1620,33,Human Resources,Manager,Marketing,2,9,9,7,0,3,0,16,3,1,1,3,5343,19,Male,Married,No,7,0
1621,40,Research & Development,Manager,Technical Degree,3,12,5,4,2,3,3,25,3,3,4,4,10229,2,Male,Single,Yes,3,0
1622,28,Research & Development,Manufacturing Director,Human Resources,4,6,5,0,3,0,3,15,3,4,3,3,11477,2,Male,Married,No,3,0
1623,29,Research & Development,Research Scientist,Technical Degree,1,9,8,3,3,2,4,15,3,1,4,4,2688,9,Female,Divorced,No,4,1
1624,27,Sales,Sales Executive,Marketing,2,6,6,6,6,5,1,23,4,3,3,2,4367,4,Male,Married,No,9,0
1625,49,Research & Development,Manager,Other,4,21,11,10,5,5,4,13,3,3,2,4,10121,5,Male,Single,No,6,0
1626,33,Sales,Manager,Medical,2,5,4,3,1,2,1,12,3,1,3,2,4781,2,Male,Single,No,0,0
1627,25,Research & Development,Manufacturing Director,Other,4,2,1,0,1,0,5,16,3,2,1,1,8631,25,Female,Married,Yes,8,0
1628,55,Research & Development,Laboratory Technician,Other,1,19,3,2,1,1,3,21,3,2,3,4,4296,7,Female,Married,Yes,2,0
1629,29,Research & Development,Manufacturing Director,Marketing,5,2,1,1,0,1,3,11,3,1,4,3,9943,19,Male,Married,No,3,1
1630,41,Sales,Manager,Technical Degree,3,9,2,2,1,1,5,25,3,3,1,2,7491,6,Female,Divorced,No,6,0
1631,45,Research & Development,Laboratory Technician,Other,5,13,9,7,8,4,2,25,3,2,2,4,13905,23,Male,Married,No,4,0
1632,25,Research & Development,Healthcare Representative,Technical Degree,3,2,2,2,2,1,2,24,3,2,1,3,6767,16,Male,Single,No,4,0
1633,45,Research & Development,Healthcare Representative,Life Sciences,2,16,3,1,2,1,3,17,4,4,3,4,4817,14,Male,Divorced,No,0,1
1634,53,Research & Development,Research Scientist,Human Resources,5,12,5,0,2,0,2,25,4,3,4,3,10522,12,Male,Married,No,1,0
1635,43,Research & Development,Research Scientist,Technical Degree,1,13,11,8,6,6,3,15,4,3,2,3,2948,6,Female,Divorced,No,4,0
1636,25,Research & Development,Healthcare Representative,Medical,1,4,2,2,1,1,2,14,3,4,1,3,3328,26,Female,Married,No,1,0
1637,45,Research & Development,Manager,Human Resources,3,17,9,6,1,4,5,19,4,4,4,2,9277,27,Male,Single,No,0,0
1638,45,Research & Development,Research Director,Medical,3,12,0,0,0,0,3,20,3,1,4,3,6407,26,Male,Single,Yes,9,0
