EmployeeID,Age,Department,JobRole,EducationField,JobLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,TrainingTimesLastYear,PercentSalaryHike,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,MonthlyIncome,DistanceFromHome,Gender,MaritalStatus,OverTime,NumCompaniesWorked,Attrition,PromotionGapRatio,RoleStagnationIndex,TrainingIntensity,ManagerStability,CareerCluster,PromotionGapScore,StagnationComposite,RetentionOpportunity
1744,27,Sales,Sales Executive,Human Resources,2,6,3,1,2,1,0,11,3,3,4,4,5670,22,Male,Divorced,No,3,0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,Stable long-term contributors,Medium,0.43333333333333335,True
1745,34,Research & Development,Manufacturing Director,Technical Degree,1,6,2,2,0,1,6,15,3,4,2,2,2463,27,Male,Single,No,7,0,0.5,1.0,3.0,0.0,High-risk stagnation profiles,High,0.6000000000000001,True
1746,37,Sales,Sales Representative,Life Sciences,3,7,1,1,1,1,3,19,3,1,4,4,8092,13,Female,Married,No,8,0,1.0,1.0,3.0,1.0,Stable long-term contributors,High,0.9,False
1747,41,Research & Development,Research Scientist,Other,1,16,11,0,2,0,6,14,3,3,4,4,4006,24,Female,Married,No,9,0,0.0,0.0,0.5454545454545454,0.18181818181818182,Fast-track performers,Low,0.06363636363636364,False
1748,22,Human Resources,Manager,Medical,3,0,0,0,0,0,3,15,3,4,3,4,6388,7,Male,Divorced,No,1,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1749,51,Research & Development,Research Director,Technical Degree,4,9,0,0,0,0,3,14,3,3,4,4,11904,17,Male,Married,Yes,9,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1750,23,Research & Development,Manufacturing Director,Medical,2,2,1,1,0,1,4,23,3,3,3,2,4943,4,Male,Married,Yes,2,1,1.0,1.0,4.0,0.0,High-risk stagnation profiles,High,0.8,False
1751,19,Research & Development,Manager,Life Sciences,2,0,1,1,1,1,4,12,3,3,2,3,5427,7,Female,Single,No,0,0,1.0,1.0,4.0,1.0,High-risk stagnation profiles,High,0.9,True
1752,30,Research & Development,Manufacturing Director,Other,2,4,3,3,2,1,2,20,3,3,4,2,4440,16,Male,Divorced,No,0,0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,High-risk stagnation profiles,High,0.6333333333333333,True
1753,60,Sales,Sales Executive,Life Sciences,2,23,0,0,0,0,5,12,3,2,3,2,6027,25,Male,Married,Yes,9,0,0.0,0.0,5.0,0.0,Fast-track performers,Low,0.0,False
1755,28,Research & Development,Manager,Medical,4,2,1,1,1,1,0,23,3,3,4,1,8414,21,Male,Married,No,0,0,1.0,1.0,0.0,1.0,High-risk stagnation profiles,High,1.0,True
1756,40,Research & Development,Healthcare Representative,Other,1,11,5,2,1,2,1,11,3,4,3,4,3527,25,Male,Married,Yes,4,0,0.4,0.4,0.2,0.2,Fast-track performers,Medium,0.4200000000000001,True
1757,33,Research & Development,Laboratory Technician,Human Resources,2,10,4,3,0,2,3,13,3,1,4,4,5708,25,Male,Single,No,5,1,0.5,0.75,0.75,0.0,High-risk stagnation profiles,Medium,0.525,False
1758,48,Research & Development,Manager,Other,5,19,3,3,3,1,3,25,4,2,4,3,14496,22,Male,Married,No,8,0,0.3333333333333333,1.0,1.0,1.0,High-risk stagnation profiles,High,0.6333333333333333,True
1759,28,Research & Development,Research Scientist,Human Resources,5,4,4,0,2,0,4,24,3,3,3,3,13531,23,Female,Married,No,5,0,0.0,0.0,1.0,0.5,Fast-track performers,Low,0.05,False
1760,33,Sales,Sales Executive,Life Sciences,2,9,0,0,0,0,1,21,4,4,3,3,5566,25,Female,Married,No,3,0,0.0,0.0,1.0,0.0,Stable long-term contributors,Low,0.0,False
1761,25,Research & Development,Healthcare Representative,Technical Degree,2,4,0,0,0,0,3,20,4,2,3,4,3962,14,Male,Married,No,0,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1762,21,Research & Development,Research Scientist,Medical,1,1,1,0,0,0,3,11,3,4,3,3,3131,14,Male,Married,No,5,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1763,57,Research & Development,Research Scientist,Marketing,5,28,15,8,11,4,2,14,3,1,4,2,16340,26,Male,Married,No,6,0,0.26666666666666666,0.5333333333333333,0.13333333333333333,0.7333333333333333,Fast-track performers,Medium,0.48,False
1764,21,Sales,Sales Executive,Marketing,1,1,0,0,0,0,3,11,3,4,4,3,2103,8,Male,Married,No,4,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1765,42,Sales,Manager,Life Sciences,2,11,9,5,2,3,2,14,3,3,1,3,5365,26,Male,Married,No,5,0,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.2222222222222222,Stable long-term contributors,Medium,0.45555555555555555,True
1766,20,Sales,Sales Executive,Medical,1,0,1,1,1,1,1,13,3,4,3,4,2879,6,Female,Single,No,9,0,1.0,1.0,1.0,1.0,Stable long-term contributors,High,0.9,True
1767,49,Research & Development,Research Scientist,Medical,1,15,3,3,2,2,3,19,3,3,4,2,4022,22,Male,Single,No,7,0,0.6666666666666666,1.0,1.0,0.6666666666666666,High-risk stagnation profiles,High,0.7333333333333334,True
1768,20,Research & Development,Healthcare Representative,Life Sciences,2,0,1,1,1,1,6,11,4,4,3,1,6263,7,Male,Divorced,No,0,0,1.0,1.0,6.0,1.0,High-risk stagnation profiles,High,0.9,True
1769,44,Sales,Manager,Medical,5,12,4,1,0,1,2,24,3,2,4,4,16123,7,Male,Divorced,No,7,0,0.25,0.25,0.5,0.0,Stable long-term contributors,Medium,0.25,True
1770,46,Sales,Sales Executive,Technical Degree,1,13,11,3,1,3,3,18,3,1,4,4,2636,2,Male,Single,No,1,1,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.09090909090909091,Stable long-term contributors,Medium,0.3,False
1771,49,Research & Development,Laboratory Technician,Life Sciences,2,11,11,0,3,0,2,21,3,3,3,4,6771,25,Male,Married,No,1,0,0.0,0.0,0.18181818181818182,0.2727272727272727,Fast-track performers,Low,0.10909090909090909,False
1772,36,Sales,Sales Executive,Technical Degree,1,14,0,0,0,0,2,19,3,4,3,3,3745,4,Male,Divorced,No,7,0,0.0,0.0,2.0,0.0,Fast-track performers,Low,0.0,False
1773,38,Sales,Sales Executive,Medical,1,7,4,0,2,0,3,22,3,4,4,3,2744,13,Female,Single,No,1,0,0.0,0.0,0.75,0.5,Stable long-term contributors,Low,0.07500000000000001,False
1774,22,Research & Development,Manager,Life Sciences,2,0,0,0,0,0,4,17,3,3,3,3,4705,29,Male,Married,Yes,7,0,0.0,0.0,4.0,0.0,Fast-track performers,Low,0.0,False
1775,35,Sales,Sales Representative,Medical,2,7,0,0,0,0,0,11,3,3,3,1,5345,10,Female,Single,No,4,0,0.0,0.0,0.0,0.0,Stable long-term contributors,Low,0.1,False
1776,45,Research & Development,Manager,Life Sciences,1,6,6,5,3,2,6,14,3,1,4,3,3185,9,Male,Married,No,8,1,0.3333333333333333,0.8333333333333334,1.0,0.5,High-risk stagnation profiles,Medium,0.5166666666666667,False
1777,59,Research & Development,Manager,Medical,1,16,6,1,1,1,0,20,3,4,4,1,2957,15,Male,Divorced,Yes,8,1,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,Fast-track performers,Medium,0.25,False
1778,39,Research & Development,Research Scientist,Technical Degree,1,9,8,4,6,3,5,11,3,4,2,2,2618,12,Female,Divorced,No,7,1,0.375,0.5,0.625,0.75,Fast-track performers,Medium,0.4625000000000001,False
1779,38,Sales,Sales Representative,Technical Degree,1,9,5,4,4,2,5,14,3,4,1,4,2512,27,Female,Married,Yes,8,0,0.4,0.8,1.0,0.8,Stable long-term contributors,High,0.56,True
1780,23,Sales,Sales Representative,Medical,5,1,1,1,0,1,3,25,3,3,2,2,12136,10,Female,Married,No,6,0,1.0,1.0,3.0,0.0,Stable long-term contributors,High,0.8,True
1781,18,Sales,Manager,Life Sciences,5,1,0,0,0,0,1,13,3,4,3,4,11048,19,Male,Married,No,7,0,0.0,0.0,1.0,0.0,Fast-track performers,Low,0.0,False
1782,22,Research & Development,Manager,Marketing,1,3,3,2,1,1,3,12,3,4,2,2,3111,21,Female,Single,Yes,5,0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,High-risk stagnation profiles,Medium,0.43333333333333335,True
1783,58,Sales,Sales Representative,Technical Degree,2,19,6,4,6,2,3,11,3,3,3,2,5018,5,Female,Single,Yes,8,1,0.3333333333333333,0.6666666666666666,0.5,1.0,Stable long-term contributors,Medium,0.55,False
1784,29,Sales,Manager,Technical Degree,4,7,5,4,3,2,5,16,3,3,1,3,12879,7,Male,Divorced,No,1,0,0.4,0.8,1.0,0.6,Stable long-term contributors,Medium,0.54,True
1785,43,Sales,Manager,Human Resources,1,11,5,0,5,0,3,22,3,3,3,3,3980,28,Female,Single,No,2,0,0.0,0.0,0.6,1.0,Fast-track performers,Low,0.14,False
1786,51,Sales,Sales Executive,Marketing,3,25,20,13,3,12,3,17,3,3,3,3,11175,20,Male,Married,No,1,1,0.6,0.65,0.15,0.15,Stable long-term contributors,High,0.6,False
1787,31,Sales,Manager,Medical,5,3,1,1,0,1,4,16,3,3,3,4,14302,11,Male,Married,Yes,5,1,1.0,1.0,4.0,0.0,High-risk stagnation profiles,High,0.8,False
1788,43,Research & Development,Research Scientist,Life Sciences,1,9,1,0,1,0,6,19,3,2,3,1,2682,16,Female,Divorced,Yes,2,0,0.0,0.0,6.0,1.0,Fast-track performers,Low,0.1,False
1789,44,Research & Development,Healthcare Representative,Human Resources,1,16,7,4,7,3,3,22,3,3,2,4,3673,13,Female,Married,No,0,0,0.42857142857142855,0.5714285714285714,0.42857142857142855,1.0,High-risk stagnation profiles,Medium,0.5571428571428572,True
1790,26,Research & Development,Healthcare Representative,Medical,5,3,2,0,0,0,5,19,3,3,4,2,10140,28,Male,Married,Yes,3,0,0.0,0.0,2.5,0.0,Fast-track performers,Low,0.0,False
1791,43,Research & Development,Research Director,Other,2,11,6,4,4,3,3,12,3,3,2,4,7224,4,Female,Married,No,4,0,0.5,0.6666666666666666,0.5,0.6666666666666666,High-risk stagnation profiles,High,0.5833333333333334,True
1792,39,Research & Development,Manufacturing Director,Technical Degree,1,4,4,0,4,0,4,25,3,2,4,3,2622,16,Female,Married,No,3,0,0.0,0.0,1.0,1.0,Fast-track performers,Low,0.1,False
1793,47,Sales,Sales Executive,Other,1,23,4,2,0,2,4,25,3,4,4,4,4035,13,Female,Married,No,5,0,0.5,0.5,1.0,0.0,Stable long-term contributors,Medium,0.4,True
1794,60,Research & Development,Manufacturing Director,Technical Degree,2,32,32,6,4,4,4,12,3,3,3,3,7170,29,Male,Divorced,No,2,0,0.125,0.1875,0.125,0.125,Fast-track performers,Medium,0.22500000000000003,True
1795,34,Research & Development,Laboratory Technician,Technical Degree,3,12,8,0,3,0,3,19,3,1,4,2,10023,1,Male,Married,No,9,0,0.0,0.0,0.375,0.375,Fast-track performers,Low,0.1,False
1796,43,Sales,Manager,Other,3,16,5,0,3,0,3,11,3,3,1,4,9250,22,Male,Married,No,5,0,0.0,0.0,0.6,0.6,Fast-track performers,Low,0.1,False
1797,53,Research & Development,Healthcare Representative,Other,5,22,19,4,10,2,3,15,3,4,3,2,14925,4,Male,Divorced,Yes,9,0,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.5263157894736842,Fast-track performers,Medium,0.2631578947368421,True
1798,18,Research & Development,Research Scientist,Medical,1,0,1,0,1,0,3,11,3,4,3,2,2452,27,Female,Divorced,No,0,0,0.0,0.0,3.0,1.0,Fast-track performers,Low,0.1,False
1799,25,Research & Development,Manufacturing Director,Human Resources,2,4,0,0,0,0,3,17,4,2,1,4,5517,15,Male,Single,No,5,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1800,52,Research & Development,Research Scientist,Human Resources,2,13,4,1,1,1,4,19,3,4,3,2,4829,26,Female,Single,No,7,0,0.25,0.25,1.0,0.25,Fast-track performers,Medium,0.225,True
1801,32,Research & Development,Research Scientist,Other,2,10,4,1,0,1,3,16,4,1,3,2,6886,26,Female,Divorced,No,9,1,0.25,0.25,0.75,0.0,Fast-track performers,Medium,0.225,False
1802,39,Research & Development,Laboratory Technician,Medical,1,11,7,2,5,1,1,24,3,4,4,3,3233,21,Male,Married,No,7,1,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.7142857142857143,Fast-track performers,Medium,0.3285714285714286,False
1803,31,Research & Development,Laboratory Technician,Human Resources,5,3,2,0,2,0,4,12,3,2,4,4,9536,27,Male,Married,Yes,0,0,0.0,0.0,2.0,1.0,Fast-track performers,Low,0.1,False
1804,43,Sales,Sales Executive,Medical,4,15,12,5,5,2,5,16,3,1,1,2,13011,25,Male,Single,No,6,0,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.4166666666666667,Stable long-term contributors,Medium,0.33333333333333337,False
1805,45,Research & Development,Research Scientist,Medical,2,13,12,4,6,4,3,19,3,3,2,3,6036,16,Male,Married,No,9,0,0.3333333333333333,0.3333333333333333,0.25,0.5,Fast-track performers,Medium,0.39166666666666666,True
1806,40,Sales,Sales Executive,Technical Degree,2,19,7,4,4,3,2,13,3,3,3,3,7579,4,Male,Married,No,9,0,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.5714285714285714,Stable long-term contributors,Medium,0.5285714285714286,True
1807,31,Research & Development,Healthcare Representative,Human Resources,1,4,2,2,2,2,5,19,3,3,3,4,3224,17,Male,Married,No,3,0,1.0,1.0,2.5,1.0,High-risk stagnation profiles,High,0.9,True
1808,41,Research & Development,Research Scientist,Human Resources,2,15,11,11,7,10,5,18,3,4,4,4,6708,11,Male,Single,No,5,0,0.9090909090909091,1.0,0.45454545454545453,0.6363636363636364,High-risk stagnation profiles,High,0.8818181818181818,True
1809,19,Sales,Sales Executive,Technical Degree,3,1,1,0,0,0,2,25,3,4,3,3,5713,25,Male,Single,No,5,0,0.0,0.0,2.0,0.0,Fast-track performers,Low,0.0,False
1810,43,Research & Development,Manager,Other,2,21,17,15,10,8,1,23,3,3,1,3,5984,5,Male,Divorced,No,4,0,0.47058823529411764,0.8823529411764706,0.058823529411764705,0.5882352941176471,High-risk stagnation profiles,High,0.6941176470588236,True
1811,31,Research & Development,Research Director,Technical Degree,5,2,0,0,0,0,3,22,3,3,4,3,15292,26,Male,Divorced,No,9,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1812,24,Research & Development,Manufacturing Director,Human Resources,2,5,2,1,2,1,4,17,4,1,4,2,6400,13,Female,Divorced,No,8,0,0.5,0.5,2.0,1.0,High-risk stagnation profiles,Medium,0.5,False
1813,20,Research & Development,Laboratory Technician,Human Resources,2,3,1,0,1,0,2,18,3,1,3,3,5091,12,Male,Married,No,9,0,0.0,0.0,2.0,1.0,Fast-track performers,Low,0.1,False
1814,40,Research & Development,Manufacturing Director,Other,3,8,5,4,2,2,3,20,3,3,3,4,7624,29,Female,Married,Yes,7,0,0.4,0.8,0.6,0.4,High-risk stagnation profiles,High,0.5600000000000002,True
1815,60,Research & Development,Research Director,Technical Degree,1,32,1,1,0,0,3,16,3,1,2,3,4075,27,Female,Divorced,Yes,5,0,0.0,1.0,3.0,0.0,Fast-track performers,Medium,0.4,False
1816,35,Research & Development,Laboratory Technician,Life Sciences,2,10,6,3,3,1,5,13,3,4,2,1,7211,23,Female,Divorced,No,3,0,0.16666666666666666,0.5,0.8333333333333334,0.5,Fast-track performers,Medium,0.3333333333333333,True
1817,55,Research & Development,Manufacturing Director,Life Sciences,1,15,8,1,8,1,3,17,3,3,2,3,2818,3,Female,Divorced,Yes,3,0,0.125,0.125,0.375,1.0,Fast-track performers,Medium,0.2625,True
1818,52,Sales,Sales Representative,Other,2,11,11,2,4,1,3,14,3,2,3,3,5096,4,Male,Single,No,8,0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.36363636363636365,Stable long-term contributors,Medium,0.2181818181818182,True
1819,32,Sales,Sales Representative,Technical Degree,3,1,1,0,0,0,6,21,3,3,4,3,8256,28,Male,Married,No,3,1,0.0,0.0,6.0,0.0,Fast-track performers,Low,0.0,False
1820,42,Human Resources,Human Resources,Technical Degree,2,15,10,10,5,6,2,20,3,2,3,3,5609,10,Male,Married,No,6,0,0.6,1.0,0.2,0.5,High-risk stagnation profiles,High,0.77,True
1821,54,Research & Development,Manufacturing Director,Medical,3,13,0,0,0,0,2,24,3,3,2,3,9980,9,Male,Married,No,5,0,0.0,0.0,2.0,0.0,Fast-track performers,Low,0.0,False
1822,45,Sales,Sales Representative,Human Resources,2,14,7,2,6,2,4,15,3,4,2,2,4340,10,Male,Married,No,1,0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.8571428571428571,Stable long-term contributors,Medium,0.3571428571428571,True
1823,27,Research & Development,Manager,Marketing,1,7,1,0,0,0,2,18,4,3,3,4,2094,13,Male,Married,Yes,4,0,0.0,0.0,2.0,0.0,Fast-track performers,Low,0.0,False
1824,56,Research & Development,Laboratory Technician,Other,3,25,16,9,2,7,4,25,3,1,3,3,9426,1,Male,Married,No,2,0,0.4375,0.5625,0.25,0.125,High-risk stagnation profiles,Medium,0.48750000000000004,False
1825,34,Research & Development,Laboratory Technician,Marketing,1,4,1,1,1,1,1,17,3,4,3,2,2772,12,Female,Divorced,No,8,1,1.0,1.0,1.0,1.0,High-risk stagnation profiles,High,0.9,False
1826,56,Sales,Sales Representative,Marketing,1,16,5,5,3,5,1,17,3,2,3,2,2811,11,Female,Single,No,9,0,1.0,1.0,0.2,0.6,Stable long-term contributors,High,0.9400000000000002,True
1827,39,Research & Development,Manufacturing Director,Other,2,17,4,0,1,0,5,18,4,4,3,4,6337,21,Male,Married,No,0,0,0.0,0.0,1.25,0.25,Fast-track performers,Low,0.025,False
1828,43,Research & Development,Healthcare Representative,Technical Degree,1,21,15,3,4,2,3,20,3,3,2,4,3530,8,Male,Single,Yes,9,0,0.13333333333333333,0.2,0.2,0.26666666666666666,Fast-track performers,Medium,0.24000000000000005,True
1829,42,Research & Development,Manufacturing Director,Other,1,17,7,2,5,1,4,13,3,3,1,3,3841,26,Female,Divorced,No,3,0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.7142857142857143,Fast-track performers,Medium,0.28571428571428575,True
1830,34,Sales,Manager,Marketing,2,6,2,0,0,0,2,13,4,4,1,1,3993,23,Female,Single,No,3,0,0.0,0.0,1.0,0.0,Fast-track performers,Low,0.0,False
1831,30,Sales,Sales Executive,Human Resources,2,7,7,1,7,1,2,12,3,4,2,1,6645,14,Male,Divorced,Yes,8,0,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,Stable long-term contributors,Medium,0.2857142857142857,True
1832,37,Sales,Sales Representative,Human Resources,2,12,12,5,2,3,4,25,3,1,1,2,5986,14,Female,Married,No,0,0,0.25,0.4166666666666667,0.3333333333333333,0.16666666666666666,Stable long-term contributors,Medium,0.35000000000000003,False
1833,42,Research & Development,Manufacturing Director,Human Resources,5,10,9,8,5,5,3,11,3,2,2,3,10649,20,Male,Single,No,1,0,0.5555555555555556,0.8888888888888888,0.3333333333333333,0.5555555555555556,High-risk stagnation profiles,High,0.7000000000000001,True
1834,21,Research & Development,Laboratory Technician,Technical Degree,2,3,2,0,2,0,3,20,3,4,4,3,3979,23,Male,Married,No,0,0,0.0,0.0,1.5,1.0,Fast-track performers,Low,0.1,False
1835,27,Research & Development,Manager,Life Sciences,4,3,3,3,3,2,0,16,3,1,4,3,10452,17,Male,Divorced,No,0,0,0.6666666666666666,1.0,0.0,1.0,High-risk stagnation profiles,High,0.8666666666666667,False
1836,20,Research & Development,Research Scientist,Other,1,0,0,0,0,0,3,16,3,3,3,3,2129,22,Female,Single,No,0,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1837,58,Research & Development,Manufacturing Director,Human Resources,2,29,15,4,5,3,4,23,3,4,4,1,6654,25,Male,Married,No,2,0,0.2,0.26666666666666666,0.26666666666666666,0.3333333333333333,Fast-track performers,Medium,0.2933333333333334,True
1838,35,Sales,Sales Representative,Other,4,12,6,2,5,2,4,20,3,3,2,2,9394,19,Male,Married,No,3,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,Stable long-term contributors,Medium,0.3833333333333333,True
1839,53,Human Resources,Manager,Human Resources,2,13,12,0,1,0,4,22,3,4,4,3,6162,20,Female,Single,No,9,0,0.0,0.0,0.3333333333333333,0.08333333333333333,Fast-track performers,Low,0.07500000000000001,False
1840,39,Sales,Manager,Technical Degree,3,11,11,4,6,2,4,18,3,4,3,2,8564,24,Male,Divorced,Yes,1,0,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.5454545454545454,Stable long-term contributors,Medium,0.3363636363636364,True
1841,51,Sales,Sales Representative,Life Sciences,2,15,13,9,7,7,3,24,3,4,3,1,4931,28,Female,Married,No,0,0,0.5384615384615384,0.6923076923076923,0.23076923076923078,0.5384615384615384,Stable long-term contributors,High,0.6230769230769231,True
1842,25,Human Resources,Manager,Life Sciences,1,2,1,0,0,0,3,16,4,4,3,3,2679,21,Male,Married,Yes,4,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1843,57,Research & Development,Research Scientist,Human Resources,2,14,10,9,8,4,4,16,3,3,1,4,6808,21,Male,Single,No,5,0,0.4,0.9,0.4,0.8,High-risk stagnation profiles,High,0.6600000000000001,True
1844,36,Research & Development,Research Scientist,Technical Degree,2,8,1,1,1,1,2,11,3,3,4,3,4421,17,Female,Single,Yes,1,1,1.0,1.0,2.0,1.0,High-risk stagnation profiles,High,0.9,False
1845,59,Human Resources,Human Resources,Medical,4,34,15,5,7,4,2,22,3,3,1,4,14196,6,Male,Single,No,2,0,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.4666666666666667,Fast-track performers,Medium,0.37333333333333335,True
1846,58,Research & Development,Manager,Other,1,23,19,6,6,5,5,17,3,4,2,3,4529,14,Female,Married,No,9,0,0.2631578947368421,0.3157894736842105,0.2631578947368421,0.3157894736842105,Fast-track performers,Medium,0.3368421052631579,True
1847,54,Sales,Manager,Other,5,13,12,11,12,5,0,17,3,4,2,3,16280,18,Female,Married,No,2,0,0.4166666666666667,0.9166666666666666,0.0,1.0,Stable long-term contributors,High,0.7333333333333334,True
1848,23,Research & Development,Research Scientist,Marketing,5,3,1,1,1,1,1,20,3,2,1,2,10290,17,Female,Single,No,1,1,1.0,1.0,1.0,1.0,High-risk stagnation profiles,High,0.9,False
1849,43,Research & Development,Research Scientist,Technical Degree,1,11,8,4,6,3,3,19,3,2,2,4,3819,6,Male,Divorced,No,3,1,0.375,0.5,0.375,0.75,Fast-track performers,Medium,0.48750000000000004,False
1850,51,Sales,Sales Executive,Marketing,1,22,8,0,1,0,4,24,3,4,1,2,3720,5,Male,Married,No,4,0,0.0,0.0,0.5,0.125,Stable long-term contributors,Low,0.0625,False
1851,23,Sales,Sales Representative,Human Resources,4,4,4,1,0,1,3,25,3,3,2,2,10658,13,Male,Single,No,7,1,0.25,0.25,0.75,0.0,Stable long-term contributors,Medium,0.225,False
1852,54,Sales,Sales Executive,Marketing,5,14,12,4,3,4,3,22,3,2,4,2,13430,16,Male,Single,No,5,0,0.3333333333333333,0.3333333333333333,0.25,0.25,Stable long-term contributors,Medium,0.3666666666666667,True
1853,50,Research & Development,Research Scientist,Life Sciences,2,13,3,1,3,1,6,17,3,4,2,4,4716,21,Female,Single,No,8,0,0.3333333333333333,0.3333333333333333,2.0,1.0,Fast-track performers,Medium,0.3666666666666667,True
1854,39,Sales,Sales Representative,Other,1,18,8,6,1,3,4,18,3,4,1,4,4223,9,Male,Single,No,2,0,0.375,0.75,0.5,0.125,Stable long-term contributors,Medium,0.5125000000000001,True
1855,38,Research & Development,Manufacturing Director,Marketing,2,10,2,2,1,1,4,14,3,4,3,3,6137,12,Female,Married,No,9,0,0.5,1.0,2.0,0.5,High-risk stagnation profiles,High,0.6500000000000001,True
1856,23,Research & Development,Research Director,Life Sciences,3,3,3,1,3,1,0,19,3,4,4,3,5951,10,Female,Divorced,Yes,8,0,0.3333333333333333,0.3333333333333333,0.0,1.0,Fast-track performers,Medium,0.4666666666666667,True
1857,23,Research & Development,Laboratory Technician,Technical Degree,1,1,0,0,0,0,2,25,3,2,2,3,1880,26,Female,Divorced,No,3,0,0.0,0.0,2.0,0.0,Fast-track performers,Low,0.0,False
1858,21,Research & Development,Research Director,Marketing,3,0,1,0,0,0,3,24,3,4,2,4,5613,13,Female,Divorced,Yes,7,0,0.0,0.0,3.0,0.0,Fast-track performers,Low,0.0,False
1859,47,Research & Development,Laboratory Technician,Human Resources,1,16,5,3,2,3,2,11,4,3,4,3,3779,19,Female,Married,No,9,0,0.6,0.6,0.4,0.4,High-risk stagnation profiles,High,0.5800000000000001,True
1860,28,Sales,Manager,Human Resources,1,8,2,2,1,2,1,18,3,4,2,4,3242,16,Female,Single,No,6,0,1.0,1.0,0.5,0.5,High-risk stagnation profiles,High,0.9000000000000001,True
1861,47,Sales,Manager,Human Resources,2,27,25,11,0,6,2,13,3,2,3,2,6860,17,Female,Divorced,No,6,0,0.24,0.44,0.08,0.0,Stable long-term contributors,Medium,0.36400000000000005,True
1862,48,Research & Development,Healthcare Representative,Other,2,17,15,15,13,7,3,24,3,1,2,2,5979,16,Female,Married,Yes,8,1,0.4666666666666667,1.0,0.2,0.8666666666666667,High-risk stagnation profiles,High,0.7533333333333334,False
1863,41,Research & Development,Manager,Marketing,1,11,3,1,0,1,4,11,3,3,4,4,3365,14,Female,Single,Yes,9,1,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,Fast-track performers,Medium,0.26666666666666666,False
1864,26,Sales,Sales Representative,Technical Degree,2,0,1,0,0,0,4,12,3,2,4,2,5046,16,Female,Married,No,1,0,0.0,0.0,4.0,0.0,Fast-track performers,Low,0.0,False
1865,20,Sales,Sales Representative,Marketing,1,0,1,1,1,0,0,25,3,4,4,4,1827,24,Male,Married,No,4,0,0.0,1.0,0.0,1.0,Stable long-term contributors,High,0.6,True
1866,48,Sales,Manager,Other,1,20,16,4,5,4,3,16,4,4,2,3,3057,15,Male,Married,Yes,2,0,0.25,0.25,0.1875,0.3125,Stable long-term contributors,Medium,0.3125,True
1867,57,Research & Development,Research Director,Life Sciences,1,33,15,10,11,4,1,15,4,4,3,4,3708,12,Male,Divorced,No,6,0,0.26666666666666666,0.6666666666666666,0.06666666666666667,0.7333333333333333,Fast-track performers,Medium,0.54,True
1868,54,Research & Development,Healthcare Representative,Other,5,30,5,1,4,1,3,24,3,4,2,2,16706,5,Male,Single,No,2,0,0.2,0.2,0.6,0.8,Fast-track performers,Medium,0.28,True
1869,53,Research & Development,Laboratory Technician,Human Resources,2,17,7,0,1,0,3,13,3,3,4,3,6758,11,Male,Single,Yes,4,0,0.0,0.0,0.42857142857142855,0.14285714285714285,Fast-track performers,Low,0.07142857142857142,False
1870,41,Research & Development,Laboratory Technician,Life Sciences,2,10,2,2,0,1,3,19,3,4,4,3,7049,5,Female,Married,No,4,0,0.5,1.0,1.5,0.0,High-risk stagnation profiles,High,0.6000000000000001,True
1871,48,Research & Development,Manager,Human Resources,2,27,24,2,0,1,5,18,3,4,3,3,6302,24,Female,Single,No,1,0,0.041666666666666664,0.08333333333333333,0.20833333333333334,0.0,Fast-track performers,Low,0.12916666666666665,False
1872,23,Sales,Manager,Medical,5,1,1,1,1,1,4,23,3,4,4,3,15227,24,Male,Married,No,0,0,1.0,1.0,4.0,1.0,High-risk stagnation profiles,High,0.9,True
